A,AUPPER,ALOWER,UA,AREF,AURL,AR,ARUPPER,ARLOWER,UAR,ARREF,ARURL,ASTROMETRY,B,BUPPER,BLOWER,UB,BREF,BURL,BIGOM,BIGOMUPPER,BIGOMLOWER,UBIGOM,BIGOMREF,BIGOMURL,BINARY,BINARYREF,BINARYURL,BMV,CHI2,COMP,DATE,DEC,DEC_STRING,DENSITY,DENSITYUPPER,DENSITYLOWER,UDENSITY,DENSITYREF,DENSITYURL,DEPTH,DEPTHUPPER,DEPTHLOWER,UDEPTH,DEPTHREF,DEPTHURL,DIST,DISTUPPER,DISTLOWER,UDIST,DISTREF,DISTURL,DR,DRUPPER,DRLOWER,UDR,DRREF,DRURL,DVDT,DVDTUPPER,DVDTLOWER,UDVDT,DVDTREF,DVDTURL,EANAME,EAURL,ECC,ECCUPPER,ECCLOWER,UECC,ECCREF,ECCURL,EOD,ETDNAME,ETDURL,FE,FEUPPER,FELOWER,UFE,FEREF,FEURL,FIRSTREF,FIRSTURL,FREEZE_ECC,GAMMA,GAMMAUPPER,GAMMALOWER,UGAMMA,GAMMAREF,GAMMAURL,GL,GRAVITY,GRAVITYUPPER,GRAVITYLOWER,UGRAVITY,GRAVITYREF,GRAVITYURL,H,HD,HIPP,HR,I,IUPPER,ILOWER,UI,IREF,IURL,IMAGING,J,JSNAME,EPEURL,K,KUPPER,KLOWER,UK,KREF,KURL,KOI,KS,KP,LAMBDA,LAMBDAUPPER,LAMBDALOWER,ULAMBDA,LAMBDAREF,LAMBDAURL,LOGG,LOGGUPPER,LOGGLOWER,ULOGG,LOGGREF,LOGGURL,MASS,MASSUPPER,MASSLOWER,UMASS,MASSREF,MASSURL,MICROLENSING,MSINI,MSINIUPPER,MSINILOWER,UMSINI,MSINIREF,MSINIURL,MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,MSTARREF,MSTARURL,MULT,NAME,NCOMP,NOBS,OM,OMUPPER,OMLOWER,UOM,OMREF,OMURL,ORBREF,ORBURL,OTHERNAME,PAR,PARUPPER,PARLOWER,UPAR,PER,PERUPPER,PERLOWER,UPER,PERREF,PERURL,PLANETDISCMETH,R,RUPPER,RLOWER,UR,RREF,RURL,RA,RA_STRING,RHK,RHOSTAR,RHOSTARUPPER,RHOSTARLOWER,URHOSTAR,RHOSTARREF,RHOSTARURL,RMS,RR,RRUPPER,RRLOWER,URR,RRREF,RRURL,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,RSTARREF,RSTARURL,SAO,SE,SEREF,SEURL,SEDEPTHJ,SEDEPTHJUPPER,SEDEPTHJLOWER,USEDEPTHJ,SEDEPTHJREF,SEDEPTHJURL,SEDEPTHH,SEDEPTHHUPPER,SEDEPTHHLOWER,USEDEPTHH,SEDEPTHHREF,SEDEPTHHURL,SEDEPTHKS,SEDEPTHKSUPPER,SEDEPTHKSLOWER,USEDEPTHKS,SEDEPTHKSREF,SEDEPTHKSURL,SEDEPTHKP,SEDEPTHKPUPPER,SEDEPTHKPLOWER,USEDEPTHKP,SEDEPTHKPREF,SEDEPTHKPURL,SEDEPTH36,SEDEPTH36UPPER,SEDEPTH36LOWER,USEDEPTH36,SEDEPTH36REF,SEDEPTH36URL,SEDEPTH45,SEDEPTH45UPPER,SEDEPTH45LOWER,USEDEPTH45,SEDEPTH45REF,SEDEPTH45URL,SEDEPTH58,SEDEPTH58UPPER,SEDEPTH58LOWER,USEDEPTH58,SEDEPTH58REF,SEDEPTH58URL,SEDEPTH80,SEDEPTH80UPPER,SEDEPTH80LOWER,USEDEPTH80,SEDEPTH80REF
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,7.36,0.39,0.62,0.505,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,0,0.281,0.106,0.085,0.0955,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,,,,,,,0,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,0.91,,b,2014,-3.381027778,-03:22:51.7,,,,,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,0.012321,0.0004662,0.0004662,0.0004662,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,305,26,44,35,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,,,,,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,,,,,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,,,0.049,0.063,0.063,0.063,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,1,HAT-P-45 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-45&PLANET=b,0.07,0.1,0.1,0.1,Boisse 2012,http://adsabs.harvard.edu/abs/2013A%26A...558A..86B,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,0,23.903,0.1,0.1,0.1,,,,,,,,Calculated,http://adsabs.harvard.edu/abs/2007MNRAS.379L..11S,10.35,,,,87.8,0.9,0.9,0.9,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,0,10.73,HAT-P-45,http://exoplanet.eu/star.php?st=HAT-P-45,106.6,13.6,13.6,13.6,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,,10.201,,,,,,,,4.3,0.06,0.06,0.06,Boisse 2012,http://adsabs.harvard.edu/abs/2013A%26A...558A..86B,0.892,0.137,0.099,0.118,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,0,,,,,,,1.259,0.058,0.058,0.058,Takeda 2007,http://adsabs.harvard.edu/abs/2007ApJS..168..297T,0,HAT-P-45 b,1,,146,98,98,98,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,2MASS J18172957-0322517,3.27869,0.552729,0.257541,0.405135,,,,,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,Transit,1.426,0.175,0.087,0.131,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,18.29154944,17:29.6,,,,,,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,,,,,,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,1.319,0.1135,0.1135,0.1135,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.115973,0.00193288,0.00193288,0.00193288,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,36.7561,19.6308,19.6308,19.6308,Calculated,,0,0.21,0.23,0.23,0.23,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,b,2014,40.6708,+40:40:14.88,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-399 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-399+b&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,12.779,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,13.175,Kepler-399,http://exoplanet.eu/star.php?st=Kepler-399,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2707.02,12.698,,,,,,,,4.62,0.3,0.3,0.3,,,0.00252018,0.00233883,0.00233883,0.00233883,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-399 b,3,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-2707,,,,,14.425281,0.000144,0.000144,0.000144,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.0856455,0.0454992,0.0454992,0.0454992,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.96678056,+19:58:00.41,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.68,0.363,0.363,0.363,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0783507,0.00130585,0.00130585,0.00130585,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,16.4902,8.36233,8.36233,8.36233,Calculated,,0,0.21,0.21,0.21,0.21,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,c,2014,43.47276944,+43:28:21.97,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-341 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-341+c&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,13.112,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,13.416,Kepler-341,http://exoplanet.eu/star.php?st=Kepler-341,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1952.01,12.994,,,,,,,,4.437,0.3,0.3,0.3,,,0.012573,0.0110044,0.0110044,0.0110044,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-341 c,4,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-1952,,,,,8.01041,4.90E-05,4.90E-05,4.90E-05,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.151664,0.0767241,0.0767241,0.0767241,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.32411111,+19:19:26.80,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1.024,0.519,0.519,0.519,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.240693,0.00401155,0.00401155,0.00401155,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,47.0295,9.75296,9.75296,9.75296,Calculated,,0,0.69,0.28,0.28,0.28,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,d,2014,41.24481944,+41:14:41.35,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-265 d,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-265+d&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,13.94,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,14.252,Kepler-265,http://exoplanet.eu/star.php?st=Kepler-265,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1052.04,13.9,,,,,,,,4.326,0.15,0.15,0.15,,,0.0195472,0.00517145,0.00517145,0.00517145,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-265 d,4,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-1052,,,,,43.130617,0.000658,0.000658,0.000658,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.222143,0.0481756,0.0481756,0.0481756,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.36736111,+19:22:02.50,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1.103,0.228,0.228,0.228,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.144324,0.0024054,0.0024054,0.0024054,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,36.941,17.4723,17.4723,17.4723,Calculated,,0,0.77,0.09,0.09,0.09,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,c,2014,42.03396111,+42:02:02.26,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-243 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-243+c&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,13.191,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,13.622,Kepler-243,http://exoplanet.eu/star.php?st=Kepler-243,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,857.02,13.06,,,,,,,,4.565,0.3,0.3,0.3,,,0.014692,0.011562,0.011562,0.011562,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-243 c,2,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-857,,,,,20.026218,0.000163,0.000163,0.000163,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.177536,0.0865376,0.0865376,0.0865376,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.00736944,+19:00:26.53,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.842,0.398,0.398,0.398,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.838172,0.0177087,0.0177087,0.0177087,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,169.168,6.8182,6.8182,6.8182,Calculated,,0,,,,,,,,,,,,,0,,,0.71,1.05336,b,2001,25.41473056,+25:24:53.03,,,,,,,,,,,,,34.9528,0.761475,0.729679,0.745577,van Leeuwen 2007,http://adsabs.harvard.edu/abs/2007ASSL..350.....V,,,,,,,,,,,,,HD 12661 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+12661+b&type=PLANET+HOST,0.376834,0.00774079,0.00774079,0.00774079,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,1,,,0.362341,0.03,0.03,0.03,Valenti 2005,http://adsabs.harvard.edu/abs/2005ApJS..159..141V,Fischer 2001,http://adsabs.harvard.edu/abs/2001ApJ...551.1107F,0,-47.3091,0.141343,0.141343,0.141343,Chubak 2012,http://arxiv.org/abs/1207.6212,,0,0,0,0,CALCULATED,,5.895,12661,9683,,,,,,,,0,6.182,HD 12661,http://exoplanet.eu/star.php?st=HD+12661,73.5609,0.56142,0.56142,0.56142,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,,5.86,,,,,,,,4.42339,0.06,0.06,0.06,Valenti 2005,http://adsabs.harvard.edu/abs/2005ApJS..159..141V,2.3408,0.100822,0.100822,0.100822,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0,2.3408,0.100822,0.100822,0.100822,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,1.136,0.028,0.116,0.072,Takeda 2007,http://adsabs.harvard.edu/abs/2007ApJS..168..297T,1,HD 12661 b,2,107,295.978,1.53667,1.53667,1.53667,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,,28.61,0.61,0.61,0.61,262.70861,0.082795,0.082795,0.082795,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,RV,,,,,,,2.076211111,+02:04:34.36,-5.07937,,,,,,,5.13061,,,,,,,1.06782,0.0366505,0.0366505,0.0366505,Calculated,http://adsabs.harvard.edu/abs/2010A%26ARv..18...67T,75125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
