A,AUPPER,ALOWER,UA,AREF,AURL,AR,ARUPPER,ARLOWER,UAR,ARREF,ARURL,ASTROMETRY,B,BUPPER,BLOWER,UB,BREF,BURL,BIGOM,BIGOMUPPER,BIGOMLOWER,UBIGOM,BIGOMREF,BIGOMURL,BINARY,BINARYREF,BINARYURL,BMV,CHI2,COMP,DATE,DEC,DEC_STRING,DENSITY,DENSITYUPPER,DENSITYLOWER,UDENSITY,DENSITYREF,DENSITYURL,DEPTH,DEPTHUPPER,DEPTHLOWER,UDEPTH,DEPTHREF,DEPTHURL,DIST,DISTUPPER,DISTLOWER,UDIST,DISTREF,DISTURL,DR,DRUPPER,DRLOWER,UDR,DRREF,DRURL,DVDT,DVDTUPPER,DVDTLOWER,UDVDT,DVDTREF,DVDTURL,EANAME,EAURL,ECC,ECCUPPER,ECCLOWER,UECC,ECCREF,ECCURL,EOD,ETDNAME,ETDURL,FE,FEUPPER,FELOWER,UFE,FEREF,FEURL,FIRSTREF,FIRSTURL,FREEZE_ECC,GAMMA,GAMMAUPPER,GAMMALOWER,UGAMMA,GAMMAREF,GAMMAURL,GL,GRAVITY,GRAVITYUPPER,GRAVITYLOWER,UGRAVITY,GRAVITYREF,GRAVITYURL,H,HD,HIPP,HR,I,IUPPER,ILOWER,UI,IREF,IURL,IMAGING,J,JSNAME,EPEURL,K,KUPPER,KLOWER,UK,KREF,KURL,KOI,KS,KP,LAMBDA,LAMBDAUPPER,LAMBDALOWER,ULAMBDA,LAMBDAREF,LAMBDAURL,LOGG,LOGGUPPER,LOGGLOWER,ULOGG,LOGGREF,LOGGURL,MASS,MASSUPPER,MASSLOWER,UMASS,MASSREF,MASSURL,MICROLENSING,MSINI,MSINIUPPER,MSINILOWER,UMSINI,MSINIREF,MSINIURL,MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,MSTARREF,MSTARURL,MULT,NAME,NCOMP,NOBS,OM,OMUPPER,OMLOWER,UOM,OMREF,OMURL,ORBREF,ORBURL,OTHERNAME,PAR,PARUPPER,PARLOWER,UPAR,PER,PERUPPER,PERLOWER,UPER,PERREF,PERURL,PLANETDISCMETH,R,RUPPER,RLOWER,UR,RREF,RURL,RA,RA_STRING,RHK,RHOSTAR,RHOSTARUPPER,RHOSTARLOWER,URHOSTAR,RHOSTARREF,RHOSTARURL,RMS,RR,RRUPPER,RRLOWER,URR,RRREF,RRURL,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,RSTARREF,RSTARURL,SAO,SE,SEREF,SEURL,SEDEPTHJ,SEDEPTHJUPPER,SEDEPTHJLOWER,USEDEPTHJ,SEDEPTHJREF,SEDEPTHJURL,SEDEPTHH,SEDEPTHHUPPER,SEDEPTHHLOWER,USEDEPTHH,SEDEPTHHREF,SEDEPTHHURL,SEDEPTHKS,SEDEPTHKSUPPER,SEDEPTHKSLOWER,USEDEPTHKS,SEDEPTHKSREF,SEDEPTHKSURL,SEDEPTHKP,SEDEPTHKPUPPER,SEDEPTHKPLOWER,USEDEPTHKP,SEDEPTHKPREF,SEDEPTHKPURL,SEDEPTH36,SEDEPTH36UPPER,SEDEPTH36LOWER,USEDEPTH36,SEDEPTH36REF,SEDEPTH36URL,SEDEPTH45,SEDEPTH45UPPER,SEDEPTH45LOWER,USEDEPTH45,SEDEPTH45REF,SEDEPTH45URL,SEDEPTH58,SEDEPTH58UPPER,SEDEPTH58LOWER,USEDEPTH58,SEDEPTH58REF,SEDEPTH58URL,SEDEPTH80,SEDEPTH80UPPER,SEDEPTH80LOWER,USEDEPTH80,SEDEPTH80REF
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.373719,0.00622865,0.00622865,0.00622865,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,63.2204,11.6596,11.6596,11.6596,Calculated,,0,0.91,0.33,0.33,0.33,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,c,2014,38.05508056,+38:03:18.29,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-268 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-268+c&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,12.411,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,12.675,Kepler-268,http://exoplanet.eu/star.php?st=Kepler-268,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1113.02,12.382,,,,,,,,4.287,0.15,0.15,0.15,,,0.0344212,0.0123416,0.0123416,0.0123416,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-268 c,2,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-1113,,,,,83.446393,0.000761,0.000761,0.000761,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.301543,0.0615577,0.0615577,0.0615577,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.46508056,+19:27:54.29,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1.274,0.234,0.234,0.234,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0994132,0.00165689,0.00165689,0.00165689,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,16.8041,3.22802,3.22802,3.22802,Calculated,,0,0.57,0.36,0.36,0.36,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,c,2014,38.79548056,+38:47:43.73,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-135 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-135+c&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,11.508,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,11.722,Kepler-135,http://exoplanet.eu/star.php?st=Kepler-135,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,301.02,11.456,,,,,,,,4.271,0.15,0.15,0.15,,,0.00493175,0.00268118,0.00268118,0.00268118,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-135 c,2,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-301,,,,,11.448708,0.000145,0.000145,0.000145,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.103488,0.0205192,0.0205192,0.0205192,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.36633889,+19:21:58.82,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1.275,0.244,0.244,0.244,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.129538,0.00215897,0.00215897,0.00215897,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,25.3107,5.24893,5.24893,5.24893,Calculated,,0,0.34,0.22,0.22,0.22,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,c,2014,41.24481944,+41:14:41.35,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-265 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-265+c&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,13.94,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,14.252,Kepler-265,http://exoplanet.eu/star.php?st=Kepler-265,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1052.01,13.9,,,,,,,,4.326,0.15,0.15,0.15,,,0.0212781,0.00584106,0.00584106,0.00584106,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-265 c,4,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-1052,,,,,17.028937,0.000136,0.000136,0.000136,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.234633,0.0490677,0.0490677,0.0490677,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.36736111,+19:22:02.50,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1.103,0.228,0.228,0.228,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.66027,0.0277059,0.0277059,0.0277059,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,320.165,12.1356,12.1356,12.1356,Calculated,,0,,,,,,,,,,,,,1,Cochran 1997 ; Patience 2002,http://adsabs.harvard.edu/abs/1997ApJ...483..457 ; http://adsabs.harvard.edu/abs/2002ApJ...581..654,0.661,0.9801,b,1997,50.51791944,+50:31:04.51,,,,,,,,,,,,,21.2134,0.122202,0.120812,0.121507,van Leeuwen 2007,http://adsabs.harvard.edu/abs/2007ASSL..350.....V,,,,,,,,,,,,,16 Cyg B b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=16+Cyg+B+b&type=PLANET+HOST,0.681,0.017,0.017,0.017,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,1,,,0.0375072,0.03,0.03,0.03,Valenti 2005,http://adsabs.harvard.edu/abs/2005ApJS..159..141V,Cochran 1997,http://adsabs.harvard.edu/abs/1997ApJ...483..457C,0,-27.8593,0.146965,0.146965,0.146965,Chubak 2012,http://arxiv.org/abs/1207.6212,765.1,0,0,0,0,CALCULATED,,4.695,186427,96901,7504,,,,,,,0,4.993,16 Cyg B,http://exoplanet.eu/star.php?st=16+Cyg+B,50.5,1.6,1.6,1.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,,4.65,,,,,,,,4.35488,0.06,0.06,0.06,Valenti 2005,http://adsabs.harvard.edu/abs/2005ApJS..159..141V,1.63997,0.0833196,0.0833196,0.0833196,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0,1.63997,0.0833196,0.0833196,0.0833196,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0.956,0.026,0.025,0.0255,Takeda 2007,http://adsabs.harvard.edu/abs/2007ApJS..168..297T,0,16 Cyg B b,1,95,85.8,2,2,2,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,,47.14,0.27,0.27,0.27,798.5,1,1,1,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,RV,,,,,,,19.69780556,+19:41:52.10,-5.08366,,,,,,,7.3,,,,,,,1.1176,0.0380356,0.0380356,0.0380356,Calculated,http://adsabs.harvard.edu/abs/2010A%26ARv..18...67T,31899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0465813,0.000776354,0.000776354,0.000776354,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,10.4683,0.526423,0.526423,0.526423,Calculated,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,0,0.45607,0.0684105,0.0665863,0.0674984,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,,,,,,,0,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,0.97,,b,2012,25.19738889,+25:11:50.6,3,0.04,0.06,0.05,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,0.0162562,0.000612,0.000612,0.000612,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,297,15.8404,14.3136,15.077,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,,,,,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,,,,,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,HAT-P-25 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HAT-P-25+b&type=PLANET+HOST,0.032,0.022,0.022,0.022,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,1,HAT-P-25 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-25&PLANET=b,0.31,0.08,0.08,0.08,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,0,,,,,,,,2.99892,0.0487041,0.0487041,0.0487041,Calculated,http://adsabs.harvard.edu/abs/2007MNRAS.379L..11S,10.908,,,,87.6,0.5,0.5,0.5,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,0,11.319,HAT-P-25,http://exoplanet.eu/star.php?st=HAT-P-25,74.3,2.4,2.4,2.4,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,,10.815,,,,,,,,4.48,0.04,0.04,0.04,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,0.567181,0.0263065,0.0263065,0.0263065,Calculated from MSINI and I,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0,0.566683,0.0263065,0.0263065,0.0263065,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,1.01,0.032,0.032,0.032,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,0,HAT-P-25 b,1,10,271,117,117,117,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,2MASS J03134450+2511506,3.367,0.170485,0.170485,0.170485,3.652836,1.90E-05,1.90E-05,1.90E-05,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,Transit,1.19,0.081,0.056,0.0685,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,3.229027778,13:44.5,-4.99,,,,,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,3.5,,,,,,,0.959,0.054,0.037,0.0455,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.238241,0.00397069,0.00397069,0.00397069,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,50.1417,25.4273,25.4273,25.4273,Calculated,,0,0.74,0.29,0.29,0.29,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,e,2014,43.47276944,+43:28:21.97,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-341 e,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-341+e&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,13.112,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,13.416,Kepler-341,http://exoplanet.eu/star.php?st=Kepler-341,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1952.04,12.994,,,,,,,,4.437,0.3,0.3,0.3,,,0.014692,0.0121718,0.0121718,0.0121718,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-341 e,4,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-1952,,,,,42.473269,0.000633,0.000633,0.000633,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.177536,0.0918904,0.0918904,0.0918904,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.32411111,+19:19:26.80,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1.024,0.519,0.519,0.519,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.88529,0.0339353,0.0339353,0.0339353,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,291.326,10.9305,10.9305,10.9305,Calculated,,0,,,,,,,,,,,,,1,Eggenberger 2007,http://adsabs.harvard.edu/abs/2007A%26A...474..273E,0.603,0.5625,b,2001,-49.4328,-49:25:58.08,,,,,,,,,,,,,40.6339,0.998085,0.951351,0.974718,van Leeuwen 2007,http://adsabs.harvard.edu/abs/2007ASSL..350.....V,,,,,,,,,,,,,HD 213240 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+213240+b&type=PLANET+HOST,0.421,0.015,0.015,0.015,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,1,,,0.138711,0.03,0.03,0.03,Valenti 2005,http://adsabs.harvard.edu/abs/2005ApJS..159..141V,Santos 2001,http://adsabs.harvard.edu/abs/2001A%26A...379..999S,0,,,,,,,,0,0,0,0,CALCULATED,,5.482,213240,111143,,,,,,,,0,5.708,HD 213240,http://exoplanet.eu/star.php?st=HD+213240,96.6,2,2,2,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,,5.354,,,,,,,,4.22245,0.06,0.06,0.06,Valenti 2005,http://adsabs.harvard.edu/abs/2005ApJS..159..141V,4.53249,0.184669,0.184669,0.184669,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0,4.53249,0.184669,0.184669,0.184669,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,1.143,0.095,0.022,0.0585,Takeda 2007,http://adsabs.harvard.edu/abs/2007ApJS..168..297T,0,HD 213240 b,1,30,201,3,3,3,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,,24.61,0.59,0.59,0.59,882.7,7.6,7.6,7.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,RV,,,,,,,22.51680278,+22:31:00.49,-5.01335,,,,,,,5,,,,,,,1.3947,0.0459135,0.0459135,0.0459135,Calculated,http://adsabs.harvard.edu/abs/2010A%26ARv..18...67T,231175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
